N°,Teléfono (marca/modelo),App Luz,App Sonido,Apps WiFi,Fecha,Hora,Biblioteca,Localidad,Dirección/Referencia,Tipo de espacio,Ocupación (personas),Evento inusual (S/N),Observaciones,Lux_1,Lux_2,Lux_3,Lux_promedio,dBA_1,dBA_2,dBA_3,dBA_prom,Bajada_1 (Mbps),Bajada_2 (Mbps),Bajada_3 (Mbps),Bajada_Mediana,Subida_1 (Mbps),Subida_2 (Mbps),Subida_3 (Mbps),Subida_mediana,archivo_fuente,hoja_fuente,Hora_dt,Franja,Lux_umbral,Cumple_Luz,Cumple_Ruido,Cumple_WiFi,Indice_Compuesto,Indice_Ponderado
25,Oppo A80 5g,Lux Light Meter,Decibel X,WIFI Analyzer/ Speed Test For Wifi & Internet,2026-02-15 00:00:00.000000000,4.47pm,Parque vertical CEFE,Chapinero,Cl. 82 #10-75,Computadores,1.0,,,520.0,540.0,580.0,546.6666666666666,71.2,69.8,64.9,68.63333333333334,47.9,71.2,14.4,47.9,1.92,3.45,7.6,3.45,Biblioteca_CEFE_Andres_Cortes_Juan_Pardo.xlsx,Registro,1-01-01 16:00:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
26,Oppo A80 5g,Lux Light Meter,Decibel X,WIFI Analyzer/ Speed Test For Wifi & Internet,2026-02-15 00:00:00.000000000,4.56pm,Parque vertical CEFE,Chapinero,Cl. 82 #10-76,Computadores,1.0,,,480.0,490.0,500.0,490.0,69.7,73.5,67.1,70.1,20.5,40.6,56.8,40.6,4.08,6.2,2.7,4.08,Biblioteca_CEFE_Andres_Cortes_Juan_Pardo.xlsx,Registro,1-01-01 16:00:00.000,Tarde-noche,500,False,False,True,33.33333333333333,20.0
27,Oppo A80 5g,Lux Light Meter,Decibel X,WIFI Analyzer/ Speed Test For Wifi & Internet,2026-02-15 00:00:00.000000000,5.34pm,Parque vertical CEFE,Chapinero,Cl. 82 #10-77,Computadores,1.0,,,650.0,700.0,689.0,679.6666666666666,72.0,68.9,65.4,68.76666666666667,17.8,35.2,52.4,35.2,4.3,2.65,5.6,4.3,Biblioteca_CEFE_Andres_Cortes_Juan_Pardo.xlsx,Registro,1-01-01 17:00:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
1,iphone 15 ,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,02:36:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,2.0,,,390.0,424.0,385.0,399.6666666666667,48.0,49.7,51.1,48.0,52.3,56.0,49.0,52.5,47.0,46.1,59.2,47.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 02:36:00.000,Otra,500,False,False,True,33.33333333333333,20.0
2,iphone 15 ,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,02:40:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,2.0,,,368.0,390.0,400.0,386.0,50.0,50.4,51.7,50.0,68.3,57.0,60.0,58.5,100.0,75,88.5,87.5,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 02:40:00.000,Otra,500,False,False,True,33.33333333333333,20.0
3,iphone 15 ,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,02:42:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,2.0,,,372.0,460.0,398.0,410.0,51.0,48.0,46.2,49.5,55.0,47.0,53.0,53.0,66.0,63,65.0,65.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 02:42:00.000,Otra,500,False,False,True,33.33333333333333,20.0
4,iphone 15 ,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,02:44:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,2.0,,,400.0,389.0,405.0,398.0,58.0,51.0,46.0,51.666666666666664,59.0,43.0,55.0,55.0,68.0,66,73.0,68.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 02:44:00.000,Otra,500,False,False,True,33.33333333333333,20.0
5,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,02:46:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,2.0,,,365.0,404.0,365.0,378.0,55.3,48.5,55.0,55.0,63.0,59.0,62.0,62.0,83.0,65,56.1,74.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 02:46:00.000,Otra,500,False,False,True,33.33333333333333,20.0
6,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,02:50:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,2.0,,,382.0,386.0,381.0,383.0,59.2,53.0,50.0,51.5,70.0,63.0,52.0,63.0,90.0,101,99.9,95.5,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 02:50:00.000,Otra,500,False,False,True,33.33333333333333,20.0
7,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,02:51:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,2.0,,,410.0,358.0,400.0,389.3333333333333,50.0,55.2,48.0,49.0,53.0,58.0,46.0,53.0,53.0,77,51.6,65.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 02:51:00.000,Otra,500,False,False,True,33.33333333333333,20.0
8,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,02:53:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,2.0,,,400.0,372.0,401.0,391.0,46.0,49.0,53.0,49.333333333333336,68.0,43.0,81.0,68.0,70.8,84,85.6,84.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 02:53:00.000,Otra,500,False,False,True,33.33333333333333,20.0
9,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:00:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,0.0,,,146.0,122.0,130.0,132.66666666666666,46.2,46.0,44.0,45.0,80.0,71.6,92.2,80.0,96.0,99.6,100.0,98.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:00:00.000,Otra,500,False,False,True,33.33333333333333,20.0
10,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:04:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,0.0,,,138.0,98.0,152.0,129.33333333333334,43.7,50.1,50.0,50.0,75.2,42.0,70.0,56.0,81.0,89.4,90.8,81.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:04:00.000,Otra,500,False,False,True,33.33333333333333,20.0
11,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:05:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,0.0,,,129.0,133.0,127.0,129.66666666666666,50.8,48.0,49.7,48.0,46.3,92.0,69.0,80.5,80.0,95.7,94.5,80.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:05:00.000,Otra,500,False,False,True,33.33333333333333,20.0
12,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:08:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,0.0,,,122.0,172.0,135.0,143.0,50.0,55.0,55.6,52.5,59.0,150.2,84.2,59.0,120.8,C,99.0,99.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:08:00.000,Otra,500,False,False,True,33.33333333333333,20.0
13,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:11:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,0.0,,,110.0,107.0,116.0,111.0,48.9,52.0,52.0,52.0,77.0,115.6,100.0,88.5,113.0,98,100.0,100.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:11:00.000,Otra,500,False,False,True,33.33333333333333,20.0
14,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:13:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,0.0,,,218.0,168.0,185.0,190.33333333333334,54.0,57.0,53.0,54.666666666666664,83.0,75.0,95.0,83.0,151.2,91,112.3,91.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:13:00.000,Otra,500,False,False,True,33.33333333333333,20.0
15,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:16:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,0.0,,,127.0,104.0,122.0,117.66666666666667,40.0,45.0,40.2,42.5,90.4,55.0,76.0,65.5,89.0,100,91.0,91.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:16:00.000,Otra,500,False,False,True,33.33333333333333,20.0
16,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:17:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,0.0,,,129.0,129.0,127.0,128.33333333333334,47.0,49.0,56.0,50.666666666666664,49.5,94.0,65.3,94.0,92.1,85.3,92.0,92.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:17:00.000,Otra,500,False,False,True,33.33333333333333,20.0
17,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:19:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,5.0,,,88.0,87.0,89.0,88.0,79.7,80.0,83.2,80.0,94.2,94.0,93.8,94.0,91.0,91.2,89.0,90.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:19:00.000,Otra,500,False,False,True,33.33333333333333,20.0
18,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:20:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,5.0,,,80.0,89.0,82.0,83.66666666666667,70.0,77.4,75.0,72.5,81.0,85.0,83.2,83.0,70.0,73.2,75.0,72.5,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:20:00.000,Otra,500,False,False,True,33.33333333333333,20.0
19,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:22:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,5.0,,,75.0,79.0,77.0,77.0,74.0,79.0,73.0,75.33333333333333,89.0,90.0,91.1,89.5,88.0,89,92.0,89.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:22:00.000,Otra,500,False,False,True,33.33333333333333,20.0
20,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:23:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,5.0,,,89.0,80.0,88.0,85.66666666666667,69.4,78.3,79.0,79.0,93.0,95.5,93.0,93.0,92.1,91,87.3,91.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:23:00.000,Otra,500,False,False,True,33.33333333333333,20.0
21,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:24:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,5.0,,,88.0,89.0,80.0,85.66666666666667,76.0,75.0,74.0,75.0,100.4,99.9,102.0,102.0,100.0,102,113.0,102.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:24:00.000,Otra,500,False,False,True,33.33333333333333,20.0
22,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:25:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,5.0,,,90.0,84.0,87.0,87.0,77.3,79.0,76.0,77.5,124.0,122.0,99.2,123.0,104.0,89,88.4,96.5,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:25:00.000,Otra,500,False,False,True,33.33333333333333,20.0
23,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:25:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,5.0,,,85.0,87.0,85.0,85.66666666666667,75.0,69.0,72.4,72.0,97.0,95.0,98.0,97.0,96.0,95,90.2,95.5,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:25:00.000,Otra,500,False,False,True,33.33333333333333,20.0
24,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:26:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,5.0,,,89.0,83.0,90.0,87.33333333333333,80.0,79.5,82.0,81.0,94.0,96.3,95.0,94.5,97.7,96,96.0,96.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:26:00.000,Otra,500,False,False,True,33.33333333333333,20.0
25,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,03:27:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,5.0,,,87.0,86.0,85.0,86.0,79.2,78.0,75.1,78.0,95.0,99.0,115.0,99.0,115.7,113,95.0,104.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 03:27:00.000,Otra,500,False,False,True,33.33333333333333,20.0
26,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:00:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,7.0,,,360.0,359.0,362.0,360.3333333333333,72.0,71.0,71.9,71.5,103.0,100.0,101.0,101.0,81.0,85,83.2,83.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:00:00.000,Otra,500,False,False,True,33.33333333333333,20.0
27,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:02:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,7.0,,,335.0,352.0,354.0,347.0,77.0,75.0,74.0,75.33333333333333,96.0,96.0,95.0,96.0,113.0,98,100.0,100.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:02:00.000,Otra,500,False,False,True,33.33333333333333,20.0
28,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:05:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,7.0,,,349.0,350.0,348.0,349.0,80.0,83.0,82.8,81.5,112.0,115.0,113.0,113.0,99.0,96,92.0,96.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:05:00.000,Otra,500,False,False,True,33.33333333333333,20.0
29,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:08:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,7.0,,,350.0,351.0,350.0,350.3333333333333,81.5,90.0,84.0,87.0,95.1,94.0,93.8,94.0,100.2,99,89.0,94.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:08:00.000,Otra,500,False,False,True,33.33333333333333,20.0
30,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:11:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,8.0,,,349.0,347.0,350.0,348.6666666666667,76.0,76.0,73.0,75.0,94.0,85.0,84.1,89.5,95.0,92,94.0,94.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:11:00.000,Otra,500,False,False,True,33.33333333333333,20.0
31,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:12:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,8.0,,,344.0,351.0,353.0,349.3333333333333,92.0,91.2,89.0,90.5,82.0,99.0,96.0,96.0,94.0,94,95.0,94.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:12:00.000,Otra,500,False,False,True,33.33333333333333,20.0
32,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:13:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Zona 1 lectura niños,8.0,,,360.0,359.0,358.0,359.0,73.0,75.0,71.0,73.0,90.0,88.0,87.0,88.0,85.0,84.1,83.0,84.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:13:00.000,Otra,500,False,False,True,33.33333333333333,20.0
33,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:15:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,3.0,,,316.0,322.0,326.0,321.3333333333333,55.0,57.0,64.0,58.666666666666664,89.0,91.0,87.3,90.0,99.0,96,98.0,98.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:15:00.000,Otra,500,False,False,True,33.33333333333333,20.0
34,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:20:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,3.0,,,318.0,320.0,316.0,318.0,56.0,55.0,68.0,59.666666666666664,85.0,84.1,90.0,87.5,95.0,97,96.2,96.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:20:00.000,Otra,500,False,False,True,33.33333333333333,20.0
35,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:22:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,3.0,,,326.0,325.0,328.0,326.3333333333333,62.1,60.0,63.1,60.0,99.0,96.0,92.1,97.5,91.0,87.3,92.1,91.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:22:00.000,Otra,500,False,False,True,33.33333333333333,20.0
36,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:24:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,3.0,,,311.0,312.0,314.0,312.3333333333333,68.0,67.2,65.0,66.73333333333333,90.0,95.0,92.0,92.0,89.0,100,91.0,91.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:24:00.000,Otra,500,False,False,True,33.33333333333333,20.0
37,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:26:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,3.0,,,316.0,318.0,316.0,316.6666666666667,66.0,69.0,65.0,66.66666666666667,93.0,92.0,89.0,92.0,92.1,85.3,92.0,92.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:26:00.000,Otra,500,False,False,True,33.33333333333333,20.0
38,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:27:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,3.0,,,320.0,320.0,321.0,320.3333333333333,61.0,62.8,60.0,60.5,95.3,94.2,94.0,94.0,97.0,95,98.8,96.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:27:00.000,Otra,500,False,False,True,33.33333333333333,20.0
39,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:40:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,3.0,se fue la luz ,se fue la luz de la parte de la bilbioteca pero el internet del parque servia aun ,35.0,36.0,33.0,34.666666666666664,35.6,35.0,34.8,35.0,96.0,98.3,95.0,95.5,91.0,87.3,92.1,91.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:40:00.000,Otra,500,False,True,True,66.66666666666666,60.00000000000001
40,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:40:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Bebeteca,3.0,se fue la luz ,se fue la luz de la parte de la bilbioteca pero el internet del parque servia aun ,44.0,44.0,43.0,43.666666666666664,40.0,39.5,41.0,40.5,60.0,69.0,80.0,69.0,90.0,101,99.9,95.5,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:40:00.000,Otra,500,False,False,True,33.33333333333333,20.0
41,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:41:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,0.0,se fue la luz ,se fue la luz de la parte de la bilbioteca pero el internet del parque servia aun ,9.0,11.0,10.0,10.0,19.0,21.2,19.0,19.0,100.2,89.0,95.3,89.0,94.2,94,93.0,93.5,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:41:00.000,Otra,500,False,True,True,66.66666666666666,60.00000000000001
42,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:42:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,0.0,se fue la luz ,se fue la luz de la parte de la bilbioteca pero el internet del parque servia aun ,15.0,13.0,14.0,14.0,20.0,21.6,20.0,20.0,95.0,98.8,90.0,92.5,81.0,85,82.0,82.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:42:00.000,Otra,500,False,True,True,66.66666666666666,60.00000000000001
43,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:44:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,0.0,se fue la luz ,se fue la luz de la parte de la bilbioteca pero el internet del parque servia aun ,16.0,14.0,12.0,14.0,23.0,24.5,22.0,22.5,99.0,96.0,97.4,97.5,96.0,95.3,96.0,96.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:44:00.000,Otra,500,False,True,True,66.66666666666666,60.00000000000001
44,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:46:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,0.0,se fue la luz ,se fue la luz de la parte de la bilbioteca pero el internet del parque servia aun ,11.0,12.0,10.0,11.0,21.5,21.0,20.8,21.0,100.2,99.0,101.0,100.0,97.0,96.2,97.0,97.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:46:00.000,Otra,500,False,True,True,66.66666666666666,60.00000000000001
45,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:47:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,0.0,se fue la luz ,se fue la luz de la parte de la bilbioteca pero el internet del parque servia aun ,8.0,13.0,12.0,11.0,18.0,17.8,20.0,19.0,95.0,92.0,84.0,92.0,95.1,94,93.8,94.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:47:00.000,Otra,500,False,True,True,66.66666666666666,60.00000000000001
46,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:47:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,0.0,,,300.0,310.0,315.0,308.3333333333333,25.0,26.5,25.0,25.0,92.0,89.0,93.1,90.5,98.0,95,98.8,96.5,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:47:00.000,Otra,500,False,True,True,66.66666666666666,60.00000000000001
47,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:48:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,0.0,,,328.0,325.0,329.0,327.3333333333333,24.0,22.7,23.0,23.5,94.2,94.0,93.8,94.0,95.5,94,93.9,94.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:48:00.000,Otra,500,False,True,True,66.66666666666666,60.00000000000001
48,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:50:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,0.0,,,340.0,345.0,342.0,342.3333333333333,25.0,25.0,24.9,25.0,81.0,85.0,83.2,83.0,113.0,98,100.0,100.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:50:00.000,Otra,500,False,True,True,66.66666666666666,60.00000000000001
49,iphone 15,Lux ,Decibel X,Speedtest ,2025-02-11 00:00:00.000000000,05:51:00,Biblioteca el Parque,Santa Fe,Cra. 5 #36-21,Rotonda,0.0,,,318.0,318.0,316.0,317.3333333333333,19.0,18.6,25.0,22.0,92.0,95.0,98.8,93.5,115.0,116,112.0,115.0,Biblioteca_el_Parque_Camilo_Garcia.xlsx,Registro,2026-04-14 05:51:00.000,Otra,500,False,True,True,66.66666666666666,60.00000000000001
1,iphone 14 pro-13 pro max,Lux Light Meter,Decibel X,Speedtest,2026-02-12 00:00:00.000000000,08:00:00,Biblioteca Casa Gómez Campuzano,Chapinero,Av cl 80 # 8-66,Área de lectura,5.0,N,,552.0,679.0,549.0,593.3333333333334,54.0,48.0,38.0,46.666666666666664,12.0,33.0,21.0,21.0,14.0,20.0,28.0,20.0,"Dataset-juan Espitia, Andres Bejarano.xlsx",Registro,2026-04-14 08:00:00.000,Manana,500,True,False,True,66.66666666666666,60.00000000000001
2,iphone 14 pro-13 pro max,Lux Light Meter,Decibel X,Speedtest,2026-02-12 00:00:00.000000000,08:06:00,Biblioteca Casa Gómez Campuzano,Chapinero,Av cl 80 # 8-66,Estanterías,6.0,N,,557.0,552.0,633.0,580.6666666666666,35.0,43.0,36.0,38.0,37.0,25.0,19.0,25.0,19.0,25.0,28.0,25.0,"Dataset-juan Espitia, Andres Bejarano.xlsx",Registro,2026-04-14 08:06:00.000,Manana,200,True,True,True,100.0,100.0
3,iphone 14 pro-13 pro max,Lux Light Meter,Decibel X,Speedtest,2026-02-12 00:00:00.000000000,08:12:00,Biblioteca Casa Gómez Campuzano,Chapinero,Av cl 80 # 8-66,Iluminación general,3.0,N,,610.0,691.0,607.0,636.0,37.0,44.0,55.0,45.333333333333336,21.0,37.0,16.0,21.0,12.0,11.0,12.0,12.0,"Dataset-juan Espitia, Andres Bejarano.xlsx",Registro,2026-04-14 08:12:00.000,Manana,300,True,False,True,66.66666666666666,60.00000000000001
4,iphone 14 pro-13 pro max,Lux Light Meter,Decibel X,Speedtest,2026-02-12 00:00:00.000000000,08:18:00,Biblioteca Casa Gómez Campuzano,Chapinero,Av cl 80 # 8-66,Área de lectura,5.0,N,,502.0,484.0,567.0,517.6666666666666,36.0,46.0,55.0,45.666666666666664,28.0,13.0,37.0,28.0,35.0,14.0,33.0,33.0,"Dataset-juan Espitia, Andres Bejarano.xlsx",Registro,2026-04-14 08:18:00.000,Manana,500,True,False,True,66.66666666666666,60.00000000000001
5,iphone 14 pro-13 pro max,Lux Light Meter,Decibel X,Speedtest,2026-02-12 00:00:00.000000000,08:24:00,Biblioteca Casa Gómez Campuzano,Chapinero,Av cl 80 # 8-66,Estanterías,5.0,N,,520.0,491.0,597.0,536.0,44.0,44.0,45.0,44.333333333333336,30.0,39.0,22.0,30.0,14.0,21.0,34.0,21.0,"Dataset-juan Espitia, Andres Bejarano.xlsx",Registro,2026-04-14 08:24:00.000,Manana,200,True,False,True,66.66666666666666,60.00000000000001
